mean_R,mean_G,mean_B,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,asm_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,asm_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,asm_B,entropy_B,class
62.90729770307268,73.43557003378392,84.38840125786729,0.8459581544781296,0.5575233269818649,0.7488714609745148,0.264651556714476,0.8232298213515665,0.0702754065225285,17.652413623559276,0.847057551501608,0.5583039307774144,0.7485085573623406,0.2592929861760579,0.8343230338485216,0.067460756978603,17.86390742010976,0.8472432094048985,0.5585246197889097,0.7483933561015373,0.2549908542389008,0.8438535565187957,0.0652446379392752,18.067620029305782,katun_htm
63.244391318251296,73.77073131308293,84.72767851797751,0.8560826695545481,0.5617915740437863,0.747281162688804,0.2636406191359063,0.8223715030480546,0.0697405852414232,17.703242061852034,0.857532477903124,0.562689215118284,0.7468831549815065,0.2584855760303821,0.8333239679903207,0.0670423900068437,17.912739254939748,0.8574882866305922,0.5628719061445213,0.7467667938015428,0.2542160571360981,0.8428625051270671,0.064849605819366,18.11740343869675,katun_htm
63.30885907436453,73.85442651897925,84.32587213594984,0.8132416201727691,0.5443823728089731,0.7536243382475876,0.267882310459753,0.8263391209774451,0.0719988148547951,17.496771147654165,0.8150772418512445,0.5455462872785471,0.7531055700637844,0.2625635678354034,0.8371104855543008,0.0691708883739737,17.71018548953697,0.8142867445166041,0.5450518079866872,0.7533235772564448,0.2585605435661072,0.8463139395494743,0.067080928834548,17.90271084129939,katun_htm
63.3233222532856,73.83753487146944,84.30452464799272,0.7202246648127906,0.504844668432253,0.7684042014907727,0.2793137729550597,0.8369869656357195,0.0782696429084016,17.03040779945264,0.7214096057495417,0.5057078197742226,0.768004101818633,0.2738895441197333,0.8477104289155017,0.0752611835023503,17.251396465876322,0.7210611722053009,0.5056258623374879,0.7680165816993999,0.2694488711634843,0.856712992020924,0.0728447611589888,17.453610497880526,katun_htm
63.22511753531048,73.80476485704195,84.28061418186245,0.7636116140459065,0.5243044050092616,0.7609173139713277,0.2724075122596593,0.8325628337494456,0.0744510047989975,17.27146477522001,0.7649656925301922,0.5251759653897945,0.7605263388337975,0.2672731532833747,0.8430173458442283,0.0716732147840729,17.477895910646378,0.7644853686059984,0.5250062489743856,0.7605844642136053,0.2630745975896906,0.8520378039898666,0.0694426663382163,17.679251590986045,katun_htm
63.26724416613786,73.77108950643152,84.2174670766434,0.7724148365636239,0.5277300343849372,0.7597025575800427,0.2721704009402045,0.8305628862574542,0.0743200941958022,17.294491581120752,0.7742210357142549,0.5288399801434395,0.7592127674446498,0.266821374726046,0.8413530747451045,0.0714298107826258,17.511562250103566,0.7734255950901048,0.5285967372602758,0.7592824647335109,0.2624164538916698,0.8506377018357272,0.0690951954670161,17.712831890453664,katun_htm
63.22941205155989,73.79704418150325,84.28551040556667,0.8274048039035198,0.550338163427603,0.7514198974696702,0.2671244298366261,0.8246307445736929,0.0715935152041866,17.55873061879139,0.8285135629683205,0.5511343981433225,0.7510511571641475,0.2618313211710198,0.8357726126663423,0.0687866150773339,17.772346972838438,0.8282935404193069,0.5511664151415464,0.7510096788378863,0.2578044750924529,0.8447638100421185,0.0666907329393705,17.96712814012126,katun_htm
63.790105557285,74.41166942046512,84.94555966214085,0.8451859858051166,0.5577415671043366,0.7486814989995484,0.2648402649500923,0.8242077752370541,0.0703766147290161,17.6681345278734,0.8462281987737073,0.558444307262726,0.7483627523002081,0.2597509140382666,0.8350956325446908,0.0676994300137468,17.876481889576375,0.8460814748877727,0.5584621810975887,0.7483317893116901,0.2555969587477271,0.844309618577487,0.0655558472945191,18.076270369153896,katun_htm
63.98781581378735,74.5764306905848,85.10070041017629,0.8445342403992356,0.557333115603795,0.7488556225002232,0.2645932911050126,0.8245553543166669,0.0702456744245872,17.67062539580421,0.8460195590250488,0.5581338125487385,0.7485186058334564,0.2595833460567284,0.8353031264354769,0.0676130919983112,17.878096670168052,0.8454745336040979,0.5580340908775021,0.7485241288739497,0.2554277191914536,0.8445543370071149,0.0654690703915239,18.07723816455737,katun_htm
64.0650704613211,74.7030499814418,85.2334561317912,0.7881192546506154,0.534514267525852,0.7571527538429859,0.2701676335677773,0.8305370032581488,0.0732330503586088,17.4065344038247,0.7893172680350177,0.5353425813609839,0.7567727295908802,0.2650699259941786,0.8412931157794453,0.0704975396671808,17.61811949036356,0.7889235765459008,0.5353900742811221,0.7567054525810734,0.260642863455663,0.8503692868530002,0.0681661915384005,17.821472961895477,katun_htm
63.97228466493457,74.56279945063717,85.0733205695773,0.7859159063001919,0.5336156444524103,0.7574787917560012,0.2706859810082712,0.8306826238011527,0.0735139792777967,17.393718797373946,0.7869541887689548,0.5343479644509294,0.757141700079901,0.2656734169164561,0.8412110944001332,0.0708184019197822,17.599237148658073,0.786858277207385,0.5344737970435398,0.7570569417687665,0.2612348616848943,0.8503098843904382,0.0684760165942116,17.804965455834434,katun_htm
63.900479619896,74.379280485347,84.88478421594569,0.8037307041291009,0.5405360148146444,0.7550231144639237,0.2691078255589187,0.8277880698901199,0.072658971126519,17.459347677648907,0.8048125997153956,0.5412498971549813,0.7547016826867632,0.2640155133096521,0.8385311702518472,0.06993715061692,17.66656595438661,0.8044613771728986,0.5411122786826675,0.7547469257779231,0.2596601662234955,0.8478922483308287,0.0676523425280563,17.871989882807394,katun_htm
63.59168421464861,74.05269002955345,84.57178066244816,0.8418126643780837,0.5561591433598764,0.749297675124699,0.2646579883235139,0.8243223999906775,0.0702795438225677,17.645425554231263,0.8431620437106602,0.5570052581649825,0.7489253317682506,0.2596444166256829,0.834964156283492,0.0676447409929651,17.85117475539843,0.8431063063279063,0.5570868872875036,0.7488685291236447,0.255347838316369,0.8443251168066626,0.0654281676360408,18.055382535346027,katun_htm
63.38116935660892,73.83535122653784,84.84643189786601,0.831926316507746,0.5522470954281236,0.7507088673692136,0.2666909302560326,0.8242477214298032,0.0713614946732269,17.57945535217382,0.8334767777674387,0.5530943505418063,0.7503491972238941,0.2615305338731098,0.8352075616038772,0.0686291391222342,17.791829870391037,0.8335568021015914,0.5535243144767171,0.7500994902866713,0.2570029661852501,0.8447508629466758,0.0662772299535594,18.003429178722907,katun_htm
63.312418807844736,73.76244815425662,84.24777407528246,0.8430801142896283,0.556683713564798,0.7491070332135343,0.2655687483164636,0.8230483676581828,0.070763558340273,17.62994848363475,0.8446740099616168,0.5576190327613766,0.7486987899367067,0.2604043934684367,0.8339111924255624,0.0680402467959682,17.839535033590355,0.8442399847145967,0.557587424769245,0.7486766587079998,0.256196434553309,0.8433539059725583,0.0658630339411947,18.042263258575897,katun_htm
63.360963734669525,73.75707151245395,84.26039340654846,0.8042363632322835,0.5410671613346536,0.7547623526834268,0.2693146924424983,0.82693670669536,0.0727709982808909,17.447581738703583,0.8060034157842166,0.5421995319021193,0.7542559677181541,0.2641121799276258,0.8375571343627968,0.0699885018301946,17.65799936672034,0.8057140454147077,0.5422518107162756,0.7541954261805548,0.2598552014614288,0.8467255678317064,0.0677542164717207,17.859144733932318,katun_htm
63.26305784373591,73.69922640463676,84.21301977945666,0.8493189106905955,0.5592719214968799,0.7481515379653834,0.264562322326508,0.822731319423398,0.0702287683162344,17.663882243778612,0.8508672462436873,0.5602278447201389,0.747726672743101,0.2594630425776096,0.8334849322532136,0.0675498713099053,17.87182000402709,0.8503035039171742,0.5601820819945066,0.74770184993558,0.2553546508856001,0.8427444893982601,0.0654311207231722,18.07040367990949,katun_htm
