filename,lbp_R_0,lbp_G_0,lbp_B_0,lbp_R_1,lbp_G_1,lbp_B_1,lbp_R_2,lbp_G_2,lbp_B_2,lbp_R_3,lbp_G_3,lbp_B_3,lbp_R_4,lbp_G_4,lbp_B_4,lbp_R_5,lbp_G_5,lbp_B_5,lbp_R_6,lbp_G_6,lbp_B_6,lbp_R_7,lbp_G_7,lbp_B_7,lbp_R_8,lbp_G_8,lbp_B_8,lbp_R_9,lbp_G_9,lbp_B_9
kh_01.jpg,0.03924568122587908,0.0392583402178292,0.03925784134129915,0.0641417403008421,0.06412272063313378,0.0641356914229152,0.06665582857405082,0.06663431452369223,0.066680398243156,0.1413278546712794,0.1413128260158115,0.14132748051388186,0.206528273328463,0.2065613238985791,0.20649210478003407,0.17314825762383004,0.1731578609970336,0.17316197672840655,0.09087229309594735,0.09083843185146992,0.09089873355204023,0.06206510438492476,0.06204945213379431,0.062078199893838684,0.061928599294388646,0.06193508468927935,0.061865678492035545,0.09408636750038854,0.09412964503937074,0.09410189503238647
kh_02.jpg,0.03933566607998762,0.0393446458575286,0.0393313632699159,0.06428398247147384,0.06428130101012479,0.06430144315002574,0.0667204954442591,0.06670122633828576,0.0667254218499934,0.14132691927778554,0.1412818333113819,0.14132617096299047,0.20669471101080236,0.20675750709402296,0.20667107673519106,0.17288921598559934,0.1728650204738917,0.17290287273060959,0.09062023572913741,0.09059622729612855,0.09064942000614559,0.06221352015261592,0.062243639823117945,0.0622266780210961,0.06162515764498311,0.06163762955823447,0.06157196493496607,0.09429009620334947,0.09429096923727706,0.09429358833905985
kh_03.jpg,0.03890139406057534,0.03891168338900771,0.03891187046770648,0.0641215358013749,0.06409970995318502,0.06411286782166521,0.06634627568715212,0.06632981276166032,0.06635581670078941,0.1412177276772699,0.1412302619500875,0.14123094790531635,0.20744764041378685,0.20746796963238656,0.20742537804863317,0.17371847349768213,0.17371136450712885,0.17371797462115207,0.0910242009993489,0.0909980723410873,0.09098871840614878,0.0620305571852185,0.06205132292078201,0.06205618696695004,0.06136979522116156,0.06138875252930362,0.061359817690560474,0.09382239945642354,0.09381105001536481,0.09384042137107175
kh_04.jpg,0.03635880746558727,0.036365542298743,0.03636928387271841,0.06299370068605462,0.06296607539820286,0.06299332652865706,0.06396925374057583,0.06395815373778212,0.0639636413796127,0.14212873858071534,0.14213335318861833,0.142132542514257,0.214755807421685,0.2147899181044275,0.21475356247729976,0.17834068926776786,0.1783139370138437,0.17829423139090655,0.09108063640681129,0.09107402629278807,0.0910881195547621,0.06055949501722084,0.060553134341462644,0.06056086692767849,0.059637508830114205,0.059690763899697505,0.05968234535825284,0.09017536258346148,0.09015509572442802,0.09016207999584878
kh_05.jpg,0.03758492125732826,0.037581990357714194,0.03758579429125586,0.06338400921125585,0.06339155471877292,0.06340864123992729,0.06513768493352928,0.06511860290625471,0.06514005459704704,0.1420316447360535,0.14202678068988547,0.1420178009123445,0.21134374139437853,0.21138820376511963,0.21131929644440586,0.17633663988697343,0.1762807033560411,0.1762909303249072,0.09088451557093369,0.09084797286510721,0.09088807006621032,0.061006550747715764,0.0610326170464111,0.061035360867326395,0.060393930368809065,0.06044182251569428,0.060417564644420385,0.09189636189301635,0.09188975177899313,0.09189648661214886
kh_06.jpg,0.037906634259647035,0.037917547183741976,0.037917547183741976,0.06364654298519694,0.06363893511811361,0.06366743343989296,0.06552375300822506,0.06551801592812945,0.06553391761752492,0.14189526436464991,0.14187518458431522,0.1418788637987244,0.20981175393014798,0.2098358247227231,0.2097884938119342,0.17595630889237326,0.17596198361290263,0.17595356507145796,0.09100661560166448,0.09097986334774032,0.09101946167231338,0.061301137338712834,0.06130793453143482,0.061328326109600796,0.06050137590146951,0.06051578096127483,0.060487095560796705,0.0924506137179067,0.09244893000961776,0.09242529573400643
kh_07.jpg,0.03884508337224546,0.0388559962963404,0.0388505086545098,0.06405462398678137,0.06404845038972194,0.0640548734250464,0.06657756731839855,0.06655630270630498,0.06657313978919431,0.14155833562816447,0.14155347158199647,0.14154380584922666,0.20754242695449718,0.20756406572398828,0.2075322623451973,0.1736967100090585,0.17372739091565684,0.17371348473238157,0.09086044477835857,0.09083001331002526,0.09089131276365568,0.061996883019439834,0.06202930999389336,0.06201004088792002,0.06120416821318352,0.06118583450070403,0.06115284629015419,0.09366375671986628,0.09364916458136219,0.09367772526270779
kh_08.jpg,0.03913904636757996,0.03914584356030196,0.0391604980583723,0.06412184759920618,0.0641297672641208,0.06413893412036055,0.06678422692097355,0.06673496286363069,0.06675448140786906,0.14176748961338975,0.14176674129859468,0.14176137837589659,0.207210175185481,0.20720855383675832,0.2071870397863997,0.17327303911590988,0.17328551102916123,0.17324984135726235,0.09079340824463251,0.09079434363812637,0.09080513184308879,0.062097406640245774,0.06211505439749645,0.06211617686968907,0.060812238339259604,0.06080032766210456,0.06079141024412984,0.0940011219733155,0.09401889444969869,0.09403510793692545
kh_09.jpg,0.039112481192354574,0.03912171040816058,0.03913056546656904,0.0641840200867642,0.06416799367823621,0.06419019368382363,0.06659434204172163,0.06659247125473391,0.0666018875492387,0.1418970104325051,0.14188946492498802,0.14189782110686644,0.20761576180441516,0.2076575427138072,0.20757129943367406,0.17318130819394614,0.1731943413432938,0.17317943740695843,0.09086162961011744,0.0908469751120471,0.0908795891651994,0.06199420155809079,0.062004241448258134,0.06198877627582645,0.06059653659957737,0.06060239839880551,0.060587432102903876,0.09396270848050133,0.09392286071766323,0.09397299780893369
kh_10.jpg,0.038004788216935224,0.03801944271500557,0.038019130917174286,0.06375517334961626,0.06372168626253637,0.0637362160414742,0.06554907099212533,0.06554807323906521,0.06557432661645932,0.14193405201486164,0.14190181211910688,0.141916653695876,0.21111394639272227,0.21116027955045105,0.21111375931402349,0.17536476604686135,0.1753765520048839,0.17537012896955945,0.09081716723937636,0.09080824982140163,0.09082583521908605,0.06134004970805707,0.06134834353036922,0.06135426768916362,0.05963844422360806,0.05962254253421258,0.05958150993961561,0.09248254181583017,0.09249301822296131,0.09250817159756171
