filename,mean_R,mean_G,mean_B
kh_01.jpg,62.90729770307268,73.43557003378392,84.38840125786729
kh_02.jpg,63.244391318251296,73.77073131308293,84.72767851797751
kh_03.jpg,63.308859074364534,73.85442651897925,84.32587213594984
kh_04.jpg,63.3233222532856,73.83753487146944,84.30452464799272
kh_05.jpg,63.22511753531048,73.80476485704195,84.28061418186245
kh_06.jpg,63.26724416613786,73.77108950643152,84.2174670766434
kh_07.jpg,63.22941205155989,73.79704418150325,84.28551040556667
kh_08.jpg,63.790105557284996,74.41166942046512,84.94555966214085
kh_09.jpg,63.98781581378735,74.5764306905848,85.10070041017629
kh_10.jpg,64.0650704613211,74.7030499814418,85.2334561317912
kh_11.jpg,63.97228466493457,74.56279945063717,85.0733205695773
kh_12.jpg,63.900479619896,74.379280485347,84.88478421594569
kh_13.jpg,63.59168421464861,74.05269002955345,84.57178066244816
kh_14.jpg,63.381169356608915,73.83535122653784,84.84643189786601
kh_15.jpg,63.312418807844736,73.76244815425662,84.24777407528246
kh_16.jpg,63.360963734669525,73.75707151245395,84.26039340654846
kh_17.jpg,63.26305784373591,73.69922640463676,84.21301977945666
kh_18.jpg,63.355055041047564,73.78420403501315,84.27865278642497
kh_19.jpg,63.35145614575975,73.76818542143094,84.26423731257209
kh_20.jpg,63.432582948200654,73.83784935076208,84.31965750629583
kh_21.jpg,63.43245448749416,73.80332684544406,84.78726807230117
kh_22.jpg,63.467930096422855,73.80495573967426,84.75832094872348
kh_23.jpg,63.175102356992056,73.69606327799795,84.20095975114043
kh_24.jpg,63.891880485147446,73.7843896794419,84.29976892039127
kh_25.jpg,63.241755317026055,73.65723839912518,84.15456984620634
